dagger_code,dagger_label,asterisk_code,asterisk_label,combination_labels,levels_present,redundancy_level,rationale,curated_by,curated_date,_orphan
E11.2,diabète sucré non insulino-dépendant | avec complications rénales,N08.3,glomérulopathie au cours du diabète sucré,glomérulopathie au cours du diabète sucré | glomérulonéphrite intracapillaire | néphropathie diabétique | syndrome de Kimmelstiel-Wilson,"G, U",independent,,RF,21/05/2026,false
E11.3,diabète sucré non insulino-dépendant | avec complications oculaires,H28.0,cataracte diabétique,cataracte diabétique,"G, U",independent,,RF,21/05/2026,false
E11.3,diabète sucré non insulino-dépendant | avec complications oculaires,H36.0,rétinopathie diabétique,rétinopathie diabétique,"G, U",independent,,RF,21/05/2026,false
E11.4,diabète sucré non insulino-dépendant | avec complications neurologiques,G59.0,mononévrite diabétique,mononévrite diabétique,"G, U",independent,,RF,21/05/2026,false
E11.4,diabète sucré non insulino-dépendant | avec complications neurologiques,G63.2,polynévrite diabétique,polynévrite diabétique,"G, U",independent,,RF,21/05/2026,false
E11.4,diabète sucré non insulino-dépendant | avec complications neurologiques,G73.0,syndrome myasthénique au cours de maladies endocriniennes,amyotrophie diabétique | syndrome myasthénique au cours de amyotrophie diabétique,"H, U",independent,,RF,21/05/2026,false
E11.4,diabète sucré non insulino-dépendant | avec complications neurologiques,G99.0,neuropathie du système nerveux autonome au cours de maladies endocriniennes et métaboliques,neuropathie végétative diabétique | polynévrite système nerveux autonome diabétique,"H, U",independent,,RF,21/05/2026,false
E11.5,diabète sucré non insulino-dépendant | avec complications vasculaires périphériques,I79.2,angiopathie périphérique au cours de maladies classées ailleurs,angiopathie périphérique diabétique,"H, U",independent,,RF,21/05/2026,false
E11.6,diabète sucré non insulino-dépendant | avec autres complications précisées,M14.2,arthropathie diabétique,arthropathie diabétique,"G, U",independent,,RF,21/05/2026,false
E11.6,diabète sucré non insulino-dépendant | avec autres complications précisées,M14.6,arthropathie neuropathique,arthropathie diabétique nerveuse | arthropathie neuropathique diabétique,"H, U",independent,,RF,21/05/2026,false
E12.2,diabète sucré de malnutrition | avec complications rénales,N08.3,glomérulopathie au cours du diabète sucré,glomérulopathie au cours du diabète sucré | néphropathie diabétique | glomérulonéphrite intracapillaire,"G, U",independent,,RF,21/05/2026,false
E12.3,diabète sucré de malnutrition | avec complications oculaires,H28.0,cataracte diabétique,cataracte diabétique,"G, U",independent,,RF,21/05/2026,false
E12.3,diabète sucré de malnutrition | avec complications oculaires,H36.0,rétinopathie diabétique,rétinopathie diabétique,"G, U",independent,,RF,21/05/2026,false
E12.4,diabète sucré de malnutrition | avec complications neurologiques,G59.0,mononévrite diabétique,mononévrite diabétique,"G, U",independent,,RF,21/05/2026,false
E12.4,diabète sucré de malnutrition | avec complications neurologiques,G63.2,polynévrite diabétique,polynévrite diabétique,"G, U",independent,,RF,21/05/2026,false
E12.4,diabète sucré de malnutrition | avec complications neurologiques,G73.0,syndrome myasthénique au cours de maladies endocriniennes,amyotrophie diabétique | syndrome myasthénique au cours de amyotrophie diabétique,"H, U",independent,,RF,21/05/2026,false
E12.4,diabète sucré de malnutrition | avec complications neurologiques,G99.0,neuropathie du système nerveux autonome au cours de maladies endocriniennes et métaboliques,polynévrite système nerveux autonome diabétique | neuropathie végétative diabétique,"H, U",independent,,RF,21/05/2026,false
E12.5,diabète sucré de malnutrition | avec complications vasculaires périphériques,I79.2,angiopathie périphérique au cours de maladies classées ailleurs,angiopathie périphérique diabétique,"H, U",independent,,RF,21/05/2026,false
E12.6,diabète sucré de malnutrition | avec autres complications précisées,M14.2,arthropathie diabétique,arthropathie diabétique,"G, U",independent,,RF,21/05/2026,false
E12.6,diabète sucré de malnutrition | avec autres complications précisées,M14.6,arthropathie neuropathique,arthropathie diabétique nerveuse | arthropathie neuropathique diabétique,"H, U",independent,,RF,21/05/2026,false
E13.2,autres diabètes sucrés précisés | avec complications rénales,N08.3,glomérulopathie au cours du diabète sucré,glomérulopathie au cours du diabète sucré | néphropathie diabétique | syndrome de Kimmelstiel-Wilson | glomérulonéphrite intracapillaire,"G, U",independent,,RF,21/05/2026,false
E13.3,autres diabètes sucrés précisés | avec complications oculaires,H28.0,cataracte diabétique,cataracte diabétique,"G, U",independent,,RF,21/05/2026,false
E13.3,autres diabètes sucrés précisés | avec complications oculaires,H36.0,rétinopathie diabétique,rétinopathie diabétique,"G, U",independent,,RF,21/05/2026,false
E13.4,autres diabètes sucrés précisés | avec complications neurologiques,G59.0,mononévrite diabétique,mononévrite diabétique,"G, U",independent,,RF,21/05/2026,false
E13.4,autres diabètes sucrés précisés | avec complications neurologiques,G63.2,polynévrite diabétique,polynévrite diabétique,"G, U",independent,,RF,21/05/2026,false
E13.4,autres diabètes sucrés précisés | avec complications neurologiques,G73.0,syndrome myasthénique au cours de maladies endocriniennes,amyotrophie diabétique | syndrome myasthénique au cours de amyotrophie diabétique,"H, U",independent,,RF,21/05/2026,false
E13.4,autres diabètes sucrés précisés | avec complications neurologiques,G99.0,neuropathie du système nerveux autonome au cours de maladies endocriniennes et métaboliques,polynévrite système nerveux autonome diabétique | neuropathie végétative diabétique,"H, U",independent,,RF,21/05/2026,false
E13.5,autres diabètes sucrés précisés | avec complications vasculaires périphériques,I79.2,angiopathie périphérique au cours de maladies classées ailleurs,angiopathie périphérique diabétique,"H, U",independent,,RF,21/05/2026,false
E13.6,autres diabètes sucrés précisés | avec autres complications précisées,M14.2,arthropathie diabétique,arthropathie diabétique,"G, U",independent,,RF,21/05/2026,false
E13.6,autres diabètes sucrés précisés | avec autres complications précisées,M14.6,arthropathie neuropathique,arthropathie diabétique nerveuse | arthropathie neuropathique diabétique,"H, U",independent,,RF,21/05/2026,false
E14.2,"diabète sucré, sans précision | avec complications rénales",N08.3,glomérulopathie au cours du diabète sucré,glomérulopathie au cours du diabète sucré | glomérulonéphrite intracapillaire | néphropathie diabétique | syndrome de Kimmelstiel-Wilson,"G, U",independent,,RF,21/05/2026,false
E14.3,"diabète sucré, sans précision | avec complications oculaires",H28.0,cataracte diabétique,cataracte diabétique,"G, U",independent,,RF,21/05/2026,false
E14.3,"diabète sucré, sans précision | avec complications oculaires",H36.0,rétinopathie diabétique,rétinopathie diabétique,"G, U",independent,,RF,21/05/2026,false
E14.4,"diabète sucré, sans précision | avec complications neurologiques",G59.0,mononévrite diabétique,mononévrite diabétique,"G, U",independent,,RF,21/05/2026,false
E14.4,"diabète sucré, sans précision | avec complications neurologiques",G63.2,polynévrite diabétique,polynévrite diabétique,"G, U",independent,,RF,21/05/2026,false
E14.4,"diabète sucré, sans précision | avec complications neurologiques",G73.0,syndrome myasthénique au cours de maladies endocriniennes,amyotrophie diabétique | syndrome myasthénique au cours de amyotrophie diabétique,"H, U",independent,,RF,21/05/2026,false
E14.4,"diabète sucré, sans précision | avec complications neurologiques",G99.0,neuropathie du système nerveux autonome au cours de maladies endocriniennes et métaboliques,neuropathie végétative diabétique | polynévrite système nerveux autonome diabétique,"H, U",independent,,RF,21/05/2026,false
E14.5,"diabète sucré, sans précision | avec complications vasculaires périphériques",I79.2,angiopathie périphérique au cours de maladies classées ailleurs,angiopathie périphérique diabétique,"H, U",independent,,RF,21/05/2026,false
E14.6,"diabète sucré, sans précision | avec autres complications précisées",M14.2,arthropathie diabétique,arthropathie diabétique,"G, U",independent,,RF,21/05/2026,false
E14.6,"diabète sucré, sans précision | avec autres complications précisées",M14.6,arthropathie neuropathique,arthropathie diabétique nerveuse | arthropathie neuropathique diabétique,"H, U",independent,,RF,21/05/2026,false
E20,hypoparathyroïdie,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,,RF,21/05/2026,false
E20,hypoparathyroïdie,G73.5,myopathie au cours de maladies endocriniennes,myopathie au cours de hypoparathyroïdie,H,independent,,RF,21/05/2026,false
E20,hypoparathyroïdie,H28.1,"cataracte au cours d'autres maladies endocriniennes, nutritionnelles et métaboliques",cataracte au cours de hypoparathyroïdie,H,independent,,RF,21/05/2026,false
E20,hypoparathyroïdie,M82.1,ostéoporose au cours de maladies endocriniennes,ostéoporose au cours de maladies endocriniennes,G,independent,,RF,21/05/2026,false
E21,hyperparathyroïdie et autres maladies de la glande parathyroïde,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,,RF,21/05/2026,false
E21,hyperparathyroïdie et autres maladies de la glande parathyroïde,M14.1,arthropathie à microcristaux au cours d'autres troubles métaboliques classés ailleurs,arthropathie à microcristaux au cours d'hyperparathyroïdie,H,independent,,RF,21/05/2026,false
E21,hyperparathyroïdie et autres maladies de la glande parathyroïde,M82.1,ostéoporose au cours de maladies endocriniennes,ostéoporose au cours de maladies endocriniennes,G,independent,,RF,21/05/2026,false
E21.0,hyperparathyroïdie primaire,G73.5,myopathie au cours de maladies endocriniennes,myopathie au cours de hyperparathyroïdie,H,independent,,RF,21/05/2026,false
E21.1,"hyperparathyroïdie secondaire, non classée ailleurs",G73.5,myopathie au cours de maladies endocriniennes,myopathie au cours de hyperparathyroïdie,H,independent,,RF,21/05/2026,false
E21.2,autres hyperparathyroïdies,G73.5,myopathie au cours de maladies endocriniennes,myopathie au cours de hyperparathyroïdie,H,independent,,RF,21/05/2026,false
E21.3,"hyperparathyroïdie, sans précision",G73.5,myopathie au cours de maladies endocriniennes,myopathie au cours de hyperparathyroïdie,H,independent,,RF,21/05/2026,false
E22,hypersécrétion de l'hypophyse,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,,RF,21/05/2026,false
E22,hypersécrétion de l'hypophyse,M82.1,ostéoporose au cours de maladies endocriniennes,ostéoporose au cours de maladies endocriniennes,G,independent,,RF,21/05/2026,false
E22.0,acromégalie et gigantisme,M14.5,"arthropathie au cours d'autres maladies endocriniennes, nutritionnelles et métaboliques",arthropathie associée à l'acromégalie | arthropathie au cours de acromégalie et gigantisme,"H, U",independent,,RF,21/05/2026,false
E23,hyposécrétion et autres anomalies de l'hypophyse,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,,RF,21/05/2026,false
E23,hyposécrétion et autres anomalies de l'hypophyse,M82.1,ostéoporose au cours de maladies endocriniennes,ostéoporose au cours de maladies endocriniennes,G,independent,,RF,21/05/2026,false
E24,syndrome de Cushing,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,,RF,21/05/2026,false
E24,syndrome de Cushing,M82.1,ostéoporose au cours de maladies endocriniennes,ostéoporose au cours de maladies endocriniennes,G,independent,,RF,21/05/2026,false
E25,anomalies génito-surrénaliennes,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,,RF,21/05/2026,false
E25,anomalies génito-surrénaliennes,M82.1,ostéoporose au cours de maladies endocriniennes,ostéoporose au cours de maladies endocriniennes,G,independent,,RF,21/05/2026,false
E26,hyperaldostéronisme,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,,RF,21/05/2026,false
E26,hyperaldostéronisme,M82.1,ostéoporose au cours de maladies endocriniennes,ostéoporose au cours de maladies endocriniennes,G,independent,,RF,21/05/2026,false
E27,autres maladies de la glande surrénale,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,,RF,21/05/2026,false
E27,autres maladies de la glande surrénale,M82.1,ostéoporose au cours de maladies endocriniennes,ostéoporose au cours de maladies endocriniennes,G,independent,,RF,21/05/2026,false
E28,dysfonction ovarienne,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,,RF,21/05/2026,false
E28,dysfonction ovarienne,M82.1,ostéoporose au cours de maladies endocriniennes,ostéoporose au cours de maladies endocriniennes,G,independent,,RF,21/05/2026,false
E29,dysfonction testiculaire,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,,RF,21/05/2026,false
E29,dysfonction testiculaire,M82.1,ostéoporose au cours de maladies endocriniennes,ostéoporose au cours de maladies endocriniennes,G,independent,,RF,21/05/2026,false
E30,"anomalies de la puberté, non classées ailleurs",G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,,RF,21/05/2026,false
E30,"anomalies de la puberté, non classées ailleurs",M82.1,ostéoporose au cours de maladies endocriniennes,ostéoporose au cours de maladies endocriniennes,G,independent,,RF,21/05/2026,false
E31,dysfonctionnement pluriglandulaire,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,,RF,21/05/2026,false
E31,dysfonctionnement pluriglandulaire,M82.1,ostéoporose au cours de maladies endocriniennes,ostéoporose au cours de maladies endocriniennes,G,independent,,RF,21/05/2026,false
E32,maladies du thymus,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,,RF,21/05/2026,false
E32,maladies du thymus,M82.1,ostéoporose au cours de maladies endocriniennes,ostéoporose au cours de maladies endocriniennes,G,independent,,RF,21/05/2026,false
E34,autres troubles endocriniens,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,,RF,21/05/2026,false
E34,autres troubles endocriniens,M82.1,ostéoporose au cours de maladies endocriniennes,ostéoporose au cours de maladies endocriniennes,G,independent,,RF,21/05/2026,false
E50.8,autres manifestations de l'avitaminose A,L86,kératodermie au cours de maladies classées ailleurs,kératose folliculaire due à l'avitaminose A | xérodermie due à l'avitaminose A,"H, U",independent,,RF,21/05/2026,false
E51.1,béribéri,I98.8,autres troubles précisés de l'appareil circulatoire au cours de maladies classées ailleurs,béribéri humide,U,independent,,RF,21/05/2026,false
E52,carence en acide nicotinique [pellagre],F02.8,démence au cours d'autres maladies classées ailleurs,démence au cours de carence en acide nicotinique [pellagre],H,independent,,RF,21/05/2026,false
E53.8,autres avitaminoses précisées du groupe B,F02.8,démence au cours d'autres maladies classées ailleurs,démence au cours de carence en vitamine B12,H,independent,,RF,21/05/2026,false
E53.8,autres avitaminoses précisées du groupe B,G32.0,dégénérescence combinée subaiguë de la moelle épinière au cours de maladies classées ailleurs,dégénérescence combinée subaiguë de la moelle épinière au cours de carence en vitamine B12,H,independent,,RF,21/05/2026,false
E63.9,"carence nutritionnelle, sans précision",I43.2,myocardiopathie au cours de maladies nutritionnelles,myocardiopathie nutritionnelle SAI | myocardiopathie nutritionnelle,"H, U",independent,,RF,21/05/2026,false
E70,anomalies du métabolisme des acides aminés aromatiques,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,,RF,21/05/2026,false
E70.2,anomalies du métabolisme de la tyrosine,M36.8,atteintes systémiques du tissu conjonctif au cours d'autres maladies classées ailleurs,atteintes systémiques du tissu conjonctif au cours de ochronose,H,independent,,RF,21/05/2026,false
E71,anomalies du métabolisme des acides aminés à chaîne ramifiée et du métabolisme des acides gras,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,,RF,21/05/2026,false
E72,autres anomalies du métabolisme des acides aminés,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,,RF,21/05/2026,false
E72.0,anomalies du transport des acides aminés,H42.0,"glaucome au cours de maladies endocriniennes, nutritionnelles et métaboliques",glaucome au cours de syndrome de Lowe,H,independent,,RF,21/05/2026,false
E72.0,anomalies du transport des acides aminés,N16.3,maladie rénale tubulo-interstitielle au cours de maladies métaboliques,maladie rénale tubulo-interstitielle au cours de cystinose,H,independent,,RF,21/05/2026,false
E73,intolérance au lactose,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,,RF,21/05/2026,false
E74,autres anomalies du métabolisme des hydrates de carbone,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,,RF,21/05/2026,false
E74.0,thésaurismose glycogénique,G73.6,myopathie au cours de maladies métaboliques,myopathie au cours d'anomalies de stockage (du) (des) glycogène,H,independent,,RF,21/05/2026,false
E74.0,thésaurismose glycogénique,N16.3,maladie rénale tubulo-interstitielle au cours de maladies métaboliques,maladie rénale tubulo-interstitielle au cours de glycogénose,H,independent,,RF,21/05/2026,false
E75,anomalies du métabolisme des sphingolipides et autres anomalies du stockage des lipides,F02.8,démence au cours d'autres maladies classées ailleurs,démence au cours de lipidose cérébrale,H,independent,,RF,21/05/2026,false
E75,anomalies du métabolisme des sphingolipides et autres anomalies du stockage des lipides,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,,RF,21/05/2026,false
E75,anomalies du métabolisme des sphingolipides et autres anomalies du stockage des lipides,G73.6,myopathie au cours de maladies métaboliques,myopathie au cours d'anomalies de stockage (du) (des) lipides,H,independent,,RF,21/05/2026,false
E75,anomalies du métabolisme des sphingolipides et autres anomalies du stockage des lipides,H36.8,autres affections rétiniennes au cours de maladies classées ailleurs,dystrophie rétinienne au cours des anomalies du stockage des lipides,H,independent,,RF,21/05/2026,false
E75.2,autres sphingolipidoses,N08.4,"glomérulopathie au cours de maladies endocriniennes, nutritionnelles et métaboliques",glomérulopathie au cours de maladie de Fabry(-Anderson),H,independent,,RF,21/05/2026,false
E76,anomalies du métabolisme des glucosaminoglycanes,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,,RF,21/05/2026,false
E77,anomalies du métabolisme des glycoprotéines,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,,RF,21/05/2026,false
E78,anomalies du métabolisme des lipoprotéines et autres lipidémies,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,,RF,21/05/2026,false
E78.6,déficit en lipoprotéines,N08.4,"glomérulopathie au cours de maladies endocriniennes, nutritionnelles et métaboliques",glomérulopathie au cours de déficit en lécithine-cholestérol-acyltransférase,H,independent,,RF,21/05/2026,false
E78.8,autres anomalies du métabolisme des lipoprotéines,M14.3,dermato-arthrite lipoïde,dermato-arthrite lipoïde,G,independent,,RF,21/05/2026,false
E79,anomalies du métabolisme de la purine et de la pyrimidine,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,,RF,21/05/2026,false
E79.1,syndrome de Lesch-Nyhan,M14.0,arthropathie goutteuse due à un déficit enzymatique et autres troubles héréditaires,arthropathie goutteuse au cours de syndrome de Lesch-Nyhan,H,independent,,RF,21/05/2026,false
E80,anomalies du métabolisme de la porphyrine et de la bilirubine,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,,RF,21/05/2026,false
E83,anomalies du métabolisme des minéraux,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,,RF,21/05/2026,false
E83.0,anomalies du métabolisme du cuivre,F02.8,démence au cours d'autres maladies classées ailleurs,démence au cours de dégénérescence hépatolenticulaire,H,independent,,RF,21/05/2026,false
E83.0,anomalies du métabolisme du cuivre,N16.3,maladie rénale tubulo-interstitielle au cours de maladies métaboliques,maladie rénale tubulo-interstitielle au cours de maladie de Wilson,H,independent,,RF,21/05/2026,false
E83.1,anomalies du métabolisme du fer,M14.5,"arthropathie au cours d'autres maladies endocriniennes, nutritionnelles et métaboliques",arthropathie au cours de hémochromatose,H,independent,,RF,21/05/2026,false
E83.5,anomalies du métabolisme du calcium,F02.8,démence au cours d'autres maladies classées ailleurs,démence au cours de hypercalcémie,H,independent,,RF,21/05/2026,false
E84,fibrose kystique,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,,RF,21/05/2026,false
E84.1,fibrose kystique avec manifestations intestinales,P75,iléus méconial,iléus méconial,"G, U",independent,,RF,21/05/2026,false
E85,amylose,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,,RF,21/05/2026,false
E85,amylose,G99.0,neuropathie du système nerveux autonome au cours de maladies endocriniennes et métaboliques,neuropathie végétative amyloïde,H,independent,,RF,21/05/2026,false
E85,amylose,H42.0,"glaucome au cours de maladies endocriniennes, nutritionnelles et métaboliques",glaucome au cours de amylose,H,independent,,RF,21/05/2026,false
E85,amylose,I43.1,myocardiopathie au cours de maladies métaboliques,amylose cardiaque,H,independent,,RF,21/05/2026,false
E85,amylose,I68.0,angiopathie amyloïde cérébrale,angiopathie amyloïde cérébrale,G,independent,,RF,21/05/2026,false
E85,amylose,L99.0,amylose cutanée,amylose cutanée,G,independent,,RF,21/05/2026,false
E85,amylose,M14.4,arthropathie au cours d'amylose,arthropathie au cours d'amylose,G,independent,,RF,21/05/2026,false
E85,amylose,N08.4,"glomérulopathie au cours de maladies endocriniennes, nutritionnelles et métaboliques",glomérulopathie au cours de amylose,H,independent,,RF,21/05/2026,false
E86,hypovolémie,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,,RF,21/05/2026,false
E87,autres déséquilibres hydro-électrolytiques et acido-basiques,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,,RF,21/05/2026,false
E88,autres anomalies métaboliques,G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,,RF,21/05/2026,false
E89,"anomalies endocriniennes et métaboliques après un acte à visée diagnostique et thérapeutique, non classées ailleurs",G63.3,polynévrite au cours d'autres maladies endocriniennes et métaboliques,polynévrite au cours d'autres maladies endocriniennes et métaboliques,G,independent,,RF,21/05/2026,false
G10,chorée de Huntington,F02.2,démence de la maladie de Huntington,démence de la maladie de Huntington,G,independent,,RF,21/05/2026,false
G20,maladie de Parkinson,F02.3,démence de la maladie de Parkinson,démence de la maladie de Parkinson,G,independent,,RF,21/05/2026,false
G30,maladie d'Alzheimer,F00,démence de la maladie d'Alzheimer,démence de la maladie d'Alzheimer,G,independent,,RF,21/05/2026,false
G30.0,maladie d'Alzheimer à début précoce,F00.0,"démence de la maladie d'Alzheimer, à début précoce","démence de la maladie d'Alzheimer, à début précoce",G,independent,,RF,21/05/2026,false
G30.1,maladie d'Alzheimer à début tardif,F00.1,"démence de la maladie d'Alzheimer, à début tardif","démence de la maladie d'Alzheimer, à début tardif",G,independent,,RF,21/05/2026,false
G30.8,autres formes de la maladie d'Alzheimer,F00.2,"démence de la maladie d'Alzheimer, forme atypique ou mixte","démence de la maladie d'Alzheimer, forme atypique ou mixte",G,independent,,RF,21/05/2026,false
G30.9,"maladie d'Alzheimer, sans précision",F00.9,"démence de la maladie d'Alzheimer, sans précision","démence de la maladie d'Alzheimer, sans précision",G,independent,,RF,21/05/2026,false
G31.0,atrophie cérébrale circonscrite,F02.0,démence de la maladie de Pick,démence de la maladie de Pick,G,independent,,RF,21/05/2026,false
G35,sclérose en plaques,F02.8,démence au cours d'autres maladies classées ailleurs,démence au cours de sclérose en plaques,H,independent,,RF,21/05/2026,false
G35,sclérose en plaques,H48.1,névrite rétrobulbaire au cours de maladies classées ailleurs,névrite rétrobulbaire au cours de sclérose en plaques,H,independent,,RF,21/05/2026,false
G40,épilepsie,F02.8,démence au cours d'autres maladies classées ailleurs,démence au cours de épilepsie,H,independent,,RF,21/05/2026,false
G71.1,affections myotoniques,H28.2,cataracte au cours d'autres maladies classées ailleurs,cataracte myotonique,H,independent,,RF,21/05/2026,false
G93.4,"encéphalopathie, sans précision",F02.8,démence au cours d'autres maladies classées ailleurs,,H,independent,,RF,21/05/2026,false
G95.0,syringomyélie et syringobulbie,M49.4,spondylopathie neurologique,spondylopathie neurologique au cours de syringomyélie et syringobulbie,H,independent,,RF,21/05/2026,false
I00,"rhumatisme articulaire aigu, sans mention d'atteinte cardiaque",J17.8,pneumopathie au cours d'autres maladies classées ailleurs,pneumopathie au cours de rhumatisme articulaire aigu,H,independent,,RF,21/05/2026,false
I00,"rhumatisme articulaire aigu, sans mention d'atteinte cardiaque",L54.0,érythème marginé discoïde de Besnier au cours d'un rhumatisme articulaire aigu,érythème marginé discoïde de Besnier au cours d'un rhumatisme articulaire aigu,G,independent,,RF,21/05/2026,false
I33.0,endocardite infectieuse aiguë et subaiguë,M03.6,arthropathie réactionnelle au cours d'autres maladies classées ailleurs,arthropathie au cours d'endocardite infectieuse,H,independent,,RF,21/05/2026,false
I33.0,endocardite infectieuse aiguë et subaiguë,N08.8,glomérulopathie au cours d'autres maladies classées ailleurs,glomérulopathie au cours d'endocardite bactérienne subaiguë,H,independent,,RF,21/05/2026,false
I60,hémorragie sous-arachnoïdienne,G46,syndromes vasculaires cérébraux au cours de maladies cérébrovasculaires,syndromes vasculaires cérébraux au cours de maladies cérébrovasculaires,G,independent,,RF,21/05/2026,false
I60,hémorragie sous-arachnoïdienne,G46.3,syndromes vasculaires du tronc cérébral,syndromes vasculaires du tronc cérébral,G,independent,,RF,21/05/2026,false
I60,hémorragie sous-arachnoïdienne,G46.4,syndrome cérébelleux vasculaire,syndrome cérébelleux vasculaire,G,independent,,RF,21/05/2026,false
I60,hémorragie sous-arachnoïdienne,G46.5,syndrome lacunaire moteur pur,syndrome lacunaire moteur pur,G,independent,,RF,21/05/2026,false
I60,hémorragie sous-arachnoïdienne,G46.6,syndrome lacunaire sensitif pur,syndrome lacunaire sensitif pur,G,independent,,RF,21/05/2026,false
I60,hémorragie sous-arachnoïdienne,G46.7,autres syndromes lacunaires,autres syndromes lacunaires,G,independent,,RF,21/05/2026,false
I60,hémorragie sous-arachnoïdienne,G46.8,autres syndromes vasculaires cérébraux au cours de maladies cérébrovasculaires,autres syndromes vasculaires cérébraux au cours de maladies cérébrovasculaires,G,independent,,RF,21/05/2026,false
I61,hémorragie intracérébrale,G46,syndromes vasculaires cérébraux au cours de maladies cérébrovasculaires,syndromes vasculaires cérébraux au cours de maladies cérébrovasculaires,G,independent,,RF,21/05/2026,false
I61,hémorragie intracérébrale,G46.3,syndromes vasculaires du tronc cérébral,syndromes vasculaires du tronc cérébral,G,independent,,RF,21/05/2026,false
I61,hémorragie intracérébrale,G46.4,syndrome cérébelleux vasculaire,syndrome cérébelleux vasculaire,G,independent,,RF,21/05/2026,false
I61,hémorragie intracérébrale,G46.5,syndrome lacunaire moteur pur,syndrome lacunaire moteur pur,G,independent,,RF,21/05/2026,false
I61,hémorragie intracérébrale,G46.6,syndrome lacunaire sensitif pur,syndrome lacunaire sensitif pur,G,independent,,RF,21/05/2026,false
I61,hémorragie intracérébrale,G46.7,autres syndromes lacunaires,autres syndromes lacunaires,G,independent,,RF,21/05/2026,false
